nama_pintu_air,lokasi,latitude,longitude,tinggi_normal,tinggi_siaga_3,tinggi_siaga_2,tanggal,tinggi_air,status_siaga
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 5:10,1700,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 5:30,1750,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 5:40,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 5:40,470,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 5:40,6050,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 5:40,2820,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 5:40,1070,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 5:40,2440,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 5:40,1790,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 6:10,480,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 6:10,450,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 6:10,6210,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 6:10,2820,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 6:10,1140,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 6:10,2440,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 6:10,1800,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 6:10,1870,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 6:40,440,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 6:40,410,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 6:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 6:40,6260,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 6:40,2850,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 6:40,1200,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 6:40,2450,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 6:40,1820,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 6:40,1890,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 7:00,6280,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 7:00,1220,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 7:00,2620,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 7:00,1820,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 7:10,430,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 7:10,380,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 7:10,770,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 7:10,2860,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 7:10,1830,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 7:40,280,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 7:40,360,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 7:40,780,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 7:40,6290,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 7:40,2880,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 7:40,1290,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 7:40,3040,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 7:40,1780,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 7:40,1780,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 8:10,360,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 8:10,340,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 8:10,800,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 8:10,6300,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 8:10,2910,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 8:10,1330,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 8:10,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 8:10,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 8:10,1940,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 8:40,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 8:40,330,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 8:40,1170,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 8:40,6290,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 8:40,2920,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 8:40,1360,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 8:40,3080,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 8:40,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 8:40,1800,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 9:10,280,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 9:10,310,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 9:10,1140,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 9:10,6290,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 9:10,2920,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 9:10,1380,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 9:10,3080,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 9:10,1740,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 9:10,1850,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 9:40,280,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 9:40,290,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 9:40,1110,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 9:40,6270,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 9:40,2910,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 9:40,1400,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 9:40,3080,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 9:40,1740,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 9:40,1840,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 10:10,310,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 10:10,250,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 10:10,1080,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 10:10,6250,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 10:10,2910,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 10:10,1410,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 10:10,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 10:10,1730,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 10:10,1910,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 10:40,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 10:40,240,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 10:40,1140,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 10:40,6240,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 10:40,2890,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 10:40,1410,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 10:40,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 10:40,1730,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 10:40,1860,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 11:10,310,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 11:10,260,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 11:10,1130,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 11:10,6220,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 11:10,2890,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 11:10,1410,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 11:10,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 11:10,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 11:10,1860,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 11:40,310,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 11:40,240,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 11:40,1060,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 11:40,6210,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 11:40,2880,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 11:40,1400,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 11:40,3050,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 11:40,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 11:40,1830,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 12:00,1390,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 12:00,1710,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 12:10,290,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 12:10,230,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 12:10,1080,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 12:10,6200,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 12:10,2860,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 12:10,3050,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 12:10,1880,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 12:40,290,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 12:40,220,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 12:40,920,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 12:40,6180,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 12:40,2840,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 12:40,1360,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 12:40,2820,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 12:40,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 12:40,1870,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 13:00,1340,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 13:10,270,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 13:10,210,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 13:10,1030,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 13:10,6160,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 13:10,2830,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 13:10,2740,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 13:10,1780,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 13:40,270,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 13:40,210,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 13:40,940,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 13:40,6160,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 13:40,2890,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 13:40,1320,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 13:40,2390,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 13:40,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 13:50,1870,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 13:50,1870,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 14:00,6150,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 14:00,1770,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 14:10,240,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 14:10,200,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 14:10,970,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 14:10,2840,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 14:10,1290,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 14:10,2340,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 14:10,1890,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 15:20,850,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 15:20,850,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 15:40,120,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 15:40,190,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 15:40,6020,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 15:40,2740,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 15:40,1200,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 15:40,1960,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 15:40,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 15:40,1770,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 16:05,1050,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 16:05,1050,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 16:10,150,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 16:10,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 16:10,6070,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 16:10,2720,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 16:10,1180,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 16:10,1940,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 16:10,1650,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 16:10,1770,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 16:40,80,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 16:40,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 16:40,6150,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 16:40,2690,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 16:40,1140,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 16:40,1950,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 16:40,1620,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 16:40,1710,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 17:05,1050,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 17:05,1050,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 17:10,110,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 17:10,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 17:10,6210,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 17:10,2680,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 17:10,1120,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 17:10,2000,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 17:10,1610,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 17:10,1700,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 17:40,50,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 17:40,180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 17:40,6250,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 17:40,2720,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 17:40,1090,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 17:40,2070,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 17:40,1620,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 17:40,1670,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 18:00,1640,Siaga 2
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 18:10,60,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 18:10,170,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 18:10,6280,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 18:10,2740,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 18:10,1070,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 18:10,2140,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 18:10,1610,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 18:11,1000,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 18:40,50,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 18:40,170,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 18:40,6300,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 18:40,2770,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 18:40,1040,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 18:40,2180,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 18:40,1670,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 18:40,1610,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 19:10,50,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 19:10,170,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 19:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 19:10,6300,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 19:10,2820,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 19:10,1030,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 19:10,2200,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 19:10,1700,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 19:10,1580,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 19:40,60,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 19:40,170,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 19:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 19:40,6300,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 19:40,2880,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 19:40,1000,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 19:40,2190,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 19:40,1730,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 19:40,1600,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 20:10,90,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 20:10,170,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 20:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/30/2020 20:10,6280,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/30/2020 20:10,2900,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/30/2020 20:10,980,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/30/2020 20:10,2210,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/30/2020 20:10,1740,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/30/2020 20:10,1610,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/30/2020 20:40,90,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/30/2020 20:40,170,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/30/2020 20:40,760,Normal
